completion_time,src,start,column,validator,completed,type,samples,block_id,messages,hops,id,row,num_messages
,8494962651170941019486294942303452865045959709160683987927972345505688610755,0,,,,FindOperation,,,465|466|467|634|634|1019|1019|889|889|1303|1303|934|934|1673|1673|1588|1588|1696|1696|2113|2113|2271|2271|2329|2329|2710|2710|2415|2415|2649|2649|2856|2856|3071|3071|3073|3159|3308|,19,115,,
,81369626915381206686123294800870750548857161636807104342760885069864211144176,0,,,,FindOperation,,,468|469|470|587|587|881|881|1096|1096|883|883|946|946|1354|1354|1503|1503|1764|1764|1587|1587|1767|1767|2132|2132|2354|2354|2353|2353|2930|2678|3008|,16,116,,
,36093602753225695073056342998991212823352056071849651795082108548812171441038,0,,,,FindOperation,,,471|472|473|511|511|648|648|719|719|1148|1148|1119|1119|1630|1630|1430|1430|1721|1721|1931|1931|1958|1958|2129|2129|2300|2300|2523|2523|2419|3007|3068|,16,117,,
,62101433460086714777742258717986077936219151512656858979668212515437770683208,0,,,,FindOperation,,,474|475|476|518|708|875|,3,118,,
,89333137326635079115430978578397364590151192892532202457099489458922729533182,0,,,,FindOperation,,,477|478|479|481|481|827|827|943|943|1036|1036|1572|1572|1683|1683|1635|1635|2061|2061|2331|2331|2585|2585|2502|2502|3062|3062|3110|3110|3145|3285|3337|,16,119,,
136,113971621484583213149305319679067523870715092451021047447352655827264442281807,12001,0,yes,yes,ValidatorSamplingOperation,100,0,3424|,0,120,72,1
176,113971621484583213149305319679067523870715092451021047447352655827264442281807,12001,34,yes,yes,ValidatorSamplingOperation,100,0,3425|,0,121,0,1
96,113971621484583213149305319679067523870715092451021047447352655827264442281807,12001,0,yes,yes,ValidatorSamplingOperation,100,0,3426|175485|175486|,0,122,5,3
96,113971621484583213149305319679067523870715092451021047447352655827264442281807,12001,7,yes,yes,ValidatorSamplingOperation,100,0,3427|176081|176082|,0,123,0,3
252,113971621484583213149305319679067523870715092451021047447352655827264442281807,12001,,yes,yes,RandomSamplingOperation,71,0,3428|3429|3430|3431|3432|3433|3434|3435|3436|3437|3438|3439|189387|189388|189389|189390|189391|189392|189393|189394|189395|,0,124,,21
170,21444763903864228777611728735683311458635985122844023709586719375032296896384,12001,0,yes,no,ValidatorSamplingOperation,0,0,3440|184213|,0,125,93,2
90,21444763903864228777611728735683311458635985122844023709586719375032296896384,12001,98,yes,no,ValidatorSamplingOperation,0,0,3441|,0,126,0,1
336,21444763903864228777611728735683311458635985122844023709586719375032296896384,12001,0,yes,no,ValidatorSamplingOperation,24,0,3442|189148|189149|189506|,0,127,36,4
170,21444763903864228777611728735683311458635985122844023709586719375032296896384,12001,74,yes,yes,ValidatorSamplingOperation,100,0,3443|176912|,0,128,0,2
158,21444763903864228777611728735683311458635985122844023709586719375032296896384,12001,,yes,no,RandomSamplingOperation,28,0,3444|3445|3446|3447|3448|3449|,0,129,,6
366,43568084745305296127223125163439810702938064612217787378858319248651442968139,12001,,no,yes,RandomSamplingOperation,73,0,3450|3451|3452|3453|3454|3455|3456|3457|3458|3459|3460|3461|3462|189379|189380|189381|189382|189383|189384|189385|189386|,0,130,,21
198,71896941978754809488137974348151998693205792533709324513258578369466739949960,12001,0,yes,yes,ValidatorSamplingOperation,100,0,87997|157478|157479|,0,131,91,3
142,71896941978754809488137974348151998693205792533709324513258578369466739949960,12001,60,yes,yes,ValidatorSamplingOperation,100,0,87998|189112|189113|,0,132,0,3
124,71896941978754809488137974348151998693205792533709324513258578369466739949960,12001,0,yes,no,ValidatorSamplingOperation,0,0,87999|,0,133,39,1
388,71896941978754809488137974348151998693205792533709324513258578369466739949960,12001,36,yes,no,ValidatorSamplingOperation,48,0,88000|156395|156396|189095|189096|189097|189569|189570|,0,134,0,8
304,71896941978754809488137974348151998693205792533709324513258578369466739949960,12001,,yes,no,RandomSamplingOperation,65,0,88001|88002|88003|88004|88005|88006|88007|88008|88009|88010|189138|189139|189140|189141|189142|189143|189144|189145|,0,135,,18
348,89333137326635079115430978578397364590151192892532202457099489458922729533182,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88011|154880|154881|189181|189182|,0,136,49,5
182,89333137326635079115430978578397364590151192892532202457099489458922729533182,12001,72,yes,yes,ValidatorSamplingOperation,100,0,88012|,0,137,0,1
188,89333137326635079115430978578397364590151192892532202457099489458922729533182,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88013|189108|189109|,0,138,14,3
302,89333137326635079115430978578397364590151192892532202457099489458922729533182,12001,87,yes,yes,ValidatorSamplingOperation,100,0,88014|189101|189102|,0,139,0,3
286,89333137326635079115430978578397364590151192892532202457099489458922729533182,12001,,yes,yes,RandomSamplingOperation,73,0,88015|88016|88017|88018|88019|88020|88021|88022|189242|189243|189244|189245|189246|189247|,0,140,,14
326,8494962651170941019486294942303452865045959709160683987927972345505688610755,12001,,no,yes,RandomSamplingOperation,75,0,88023|88024|88025|88026|88027|88028|88029|88030|88031|189339|189340|189341|189342|189343|189344|,0,141,,15
188,16646573879907590399509196024616451507181138714942166530960518507274707557048,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88032|174324|174325|,0,142,74,3
132,16646573879907590399509196024616451507181138714942166530960518507274707557048,12001,86,yes,yes,ValidatorSamplingOperation,100,0,88033|139120|139121|,0,143,0,3
238,16646573879907590399509196024616451507181138714942166530960518507274707557048,12001,0,yes,no,ValidatorSamplingOperation,19,0,88034|156947|156948|189437|,0,144,34,4
196,16646573879907590399509196024616451507181138714942166530960518507274707557048,12001,49,yes,yes,ValidatorSamplingOperation,100,0,88035|189179|189180|,0,145,0,3
272,16646573879907590399509196024616451507181138714942166530960518507274707557048,12001,,yes,yes,RandomSamplingOperation,72,0,88036|88037|88038|88039|88040|88041|88042|189151|189152|189153|189154|189155|189156|189157|189158|189159|189160|,0,146,,17
274,78506933086795364704086891885315902559701516460652039157379722272371046958496,12001,,no,no,RandomSamplingOperation,28,0,88043|88044|88045|88046|88047|189325|,0,147,,6
522,80078577880492190055291958835687491351447235353520825150881534967336775717810,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88048|189396|189397|189661|189662|,0,148,47,5
84,80078577880492190055291958835687491351447235353520825150881534967336775717810,12001,68,yes,yes,ValidatorSamplingOperation,100,0,88049|,0,149,0,1
210,80078577880492190055291958835687491351447235353520825150881534967336775717810,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88050|189119|189120|,0,150,65,3
350,80078577880492190055291958835687491351447235353520825150881534967336775717810,12001,18,yes,yes,ValidatorSamplingOperation,100,0,88051|88052|156034|156035|189500|189501|189502|,0,151,0,7
304,80078577880492190055291958835687491351447235353520825150881534967336775717810,12001,,yes,yes,RandomSamplingOperation,72,0,88053|88054|88055|88056|88057|88058|88059|88060|88061|88062|88063|88064|189164|189165|189166|189167|189168|189169|189170|189171|,0,152,,20
424,107226767459581317767844583912817849269583998434099643520621297707898981728768,12001,,no,yes,RandomSamplingOperation,72,0,88065|88066|88067|88068|88069|88070|88071|88072|88073|88074|88075|88076|88077|189358|189359|189360|189361|189362|189363|189364|189365|189667|189668|189669|189670|,0,153,,25
206,36093602753225695073056342998991212823352056071849651795082108548812171441038,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88078|140936|140937|189249|189250|189251|,0,154,15,6
206,36093602753225695073056342998991212823352056071849651795082108548812171441038,12001,12,yes,yes,ValidatorSamplingOperation,100,0,88079|140961|140962|189255|189256|189257|,0,155,0,6
206,36093602753225695073056342998991212823352056071849651795082108548812171441038,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88080|141078|141079|189252|189253|189254|,0,156,9,6
258,36093602753225695073056342998991212823352056071849651795082108548812171441038,12001,65,yes,yes,ValidatorSamplingOperation,100,0,88081|184164|184165|,0,157,0,3
336,36093602753225695073056342998991212823352056071849651795082108548812171441038,12001,,yes,yes,RandomSamplingOperation,72,0,88082|88083|88084|88085|88086|88087|88088|88089|88090|189195|189196|189197|189198|189199|189200|189201|189202|189203|,0,158,,18
174,107758395224189915966009929936085500083576551061330295183245479691742702859344,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88091|146729|146730|189172|189173|189174|,0,159,50,6
138,107758395224189915966009929936085500083576551061330295183245479691742702859344,12001,79,yes,yes,ValidatorSamplingOperation,100,0,88092|184569|184570|,0,160,0,3
332,107758395224189915966009929936085500083576551061330295183245479691742702859344,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88093|189162|189163|,0,161,100,3
178,107758395224189915966009929936085500083576551061330295183245479691742702859344,12001,83,yes,yes,ValidatorSamplingOperation,100,0,88094|88095|174435|174436|,0,162,0,4
268,107758395224189915966009929936085500083576551061330295183245479691742702859344,12001,,yes,yes,RandomSamplingOperation,74,0,88096|88097|88098|88099|88100|88101|88102|88103|88104|88105|189207|189208|189209|189210|189211|189212|189213|,0,163,,17
194,62101433460086714777742258717986077936219151512656858979668212515437770683208,12001,,no,no,RandomSamplingOperation,30,0,88106|88107|88108|88109|88110|88111|,0,164,,6
318,6139734692434225139696315491748680034056660966745086280273468544856540785789,12001,,no,yes,RandomSamplingOperation,74,0,88112|88113|88114|88115|88116|88117|88118|189259|189260|189261|189262|189263|189264|189265|189266|189267|189268|,0,165,,17
100,21083679024840227917741926176471142862932536578380136110289082334138381274505,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88119|,0,166,69,1
356,21083679024840227917741926176471142862932536578380136110289082334138381274505,12001,17,yes,yes,ValidatorSamplingOperation,100,0,88120|189192|189193|,0,167,0,3
86,21083679024840227917741926176471142862932536578380136110289082334138381274505,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88121|88122|165279|165280|,0,168,82,4
100,21083679024840227917741926176471142862932536578380136110289082334138381274505,12001,69,yes,yes,ValidatorSamplingOperation,100,0,88123|,0,169,0,1
290,21083679024840227917741926176471142862932536578380136110289082334138381274505,12001,,yes,yes,RandomSamplingOperation,72,0,88124|88125|88126|88127|88128|88129|88130|88131|88132|88133|189405|189406|189407|189408|189409|189410|189411|189412|189413|189414|189415|189416|,0,170,,22
414,110830005025784807707885435240401099235828375068450137393853593228726798821950,12001,,no,yes,RandomSamplingOperation,73,0,88134|88135|88136|88137|88138|88139|88140|88141|88142|88143|88144|189186|189187|189188|189189|189190|189191|189646|189647|189648|189649|189650|189651|,0,171,,23
280,109013771847957065744947126485427112651375275941206822465313116917139066007929,12001,,no,yes,RandomSamplingOperation,73,0,88145|88146|88147|88148|88149|88150|88151|88152|88153|88154|189367|189368|189369|189370|189371|189372|189373|189374|189375|189376|189377|,0,172,,21
220,90511429851826879211065261274096806209361290076668493692964796275875003980641,12001,,no,yes,RandomSamplingOperation,71,0,88155|88156|88157|88158|88159|88160|88161|88162|88163|88164|88165|88166|189326|189327|189328|189329|189330|189331|189332|189333|,0,173,,20
146,19191192076126320640924247483532137198489043609278031166569798519948120420409,12001,0,yes,no,ValidatorSamplingOperation,0,0,88167|,0,174,86,1
320,19191192076126320640924247483532137198489043609278031166569798519948120420409,12001,91,yes,no,ValidatorSamplingOperation,21,0,88168|189215|,0,175,0,2
128,19191192076126320640924247483532137198489043609278031166569798519948120420409,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88169|158342|,0,176,28,2
166,19191192076126320640924247483532137198489043609278031166569798519948120420409,12001,17,yes,yes,ValidatorSamplingOperation,100,0,88170|189105|189106|,0,177,0,3
174,19191192076126320640924247483532137198489043609278031166569798519948120420409,12001,,yes,no,RandomSamplingOperation,27,0,88171|88172|88173|88174|88175|88176|,0,178,,6
214,20834994022199432358117239076087879786734224697014068324550418630164266292172,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88177|162622|162623|,0,179,31,3
150,20834994022199432358117239076087879786734224697014068324550418630164266292172,12001,69,yes,yes,ValidatorSamplingOperation,100,0,88178|,0,180,0,1
398,20834994022199432358117239076087879786734224697014068324550418630164266292172,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88179|184505|184506|189604|189605|189606|,0,181,50,6
202,20834994022199432358117239076087879786734224697014068324550418630164266292172,12001,49,yes,yes,ValidatorSamplingOperation,100,0,88180|184525|184526|,0,182,0,3
218,20834994022199432358117239076087879786734224697014068324550418630164266292172,12001,,yes,yes,RandomSamplingOperation,71,0,88181|88182|88183|88184|88185|88186|88187|88188|189223|189224|189225|189226|189227|189228|189229|189230|189231|189232|,0,183,,18
374,8523364268682509341164509062146178716950902529288496594674276389115196640448,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88189|189091|189092|189631|189632|,0,184,48,5
156,8523364268682509341164509062146178716950902529288496594674276389115196640448,12001,65,yes,yes,ValidatorSamplingOperation,100,0,88190|189098|189099|,0,185,0,3
306,8523364268682509341164509062146178716950902529288496594674276389115196640448,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88191|189297|189298|,0,186,21,3
322,8523364268682509341164509062146178716950902529288496594674276389115196640448,12001,17,yes,yes,ValidatorSamplingOperation,100,0,88192|153353|153354|189440|189441|189442|,0,187,0,6
572,8523364268682509341164509062146178716950902529288496594674276389115196640448,12001,,yes,yes,RandomSamplingOperation,72,0,88193|88194|88195|88196|88197|88198|88199|189349|189350|189351|189352|189353|189354|189355|189356|189654|189655|189656|189657|189658|189659|,0,188,,21
290,15816423376537687498175658716381325840356423323453352469729329490184209416980,12001,,no,no,RandomSamplingOperation,26,0,88200|88201|88202|88203|88204|189123|,0,189,,6
240,107442146857094918533505676591216762960158330958637723605132424179098757693914,12001,,no,yes,RandomSamplingOperation,72,0,88205|88206|88207|88208|88209|88210|88211|88212|88213|88214|88215|88216|88217|189216|189217|189218|189219|189220|189221|189222|,0,190,,20
242,58264319852933632286469580619958992168067118685244184571393188136088086908036,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88218|160722|160723|189346|189347|189348|,0,191,42,6
206,58264319852933632286469580619958992168067118685244184571393188136088086908036,12001,12,yes,yes,ValidatorSamplingOperation,100,0,88219|189125|189126|,0,192,0,3
290,58264319852933632286469580619958992168067118685244184571393188136088086908036,12001,0,yes,yes,ValidatorSamplingOperation,54,0,88220|88221|189240|189241|,0,193,88,4
170,58264319852933632286469580619958992168067118685244184571393188136088086908036,12001,31,yes,yes,ValidatorSamplingOperation,100,0,88222|88223|88224|189103|189104|,0,194,0,5
266,58264319852933632286469580619958992168067118685244184571393188136088086908036,12001,,yes,yes,RandomSamplingOperation,73,0,88225|88226|88227|88228|88229|88230|88231|189316|189317|189318|189319|189320|189321|189322|189323|189324|,0,195,,16
94,81369626915381206686123294800870750548857161636807104342760885069864211144176,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88232|158274|158275|,0,196,100,3
214,81369626915381206686123294800870750548857161636807104342760885069864211144176,12001,82,yes,yes,ValidatorSamplingOperation,100,0,88233|88234|189177|189178|,0,197,0,4
254,81369626915381206686123294800870750548857161636807104342760885069864211144176,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88235|189135|189136|,0,198,53,3
148,81369626915381206686123294800870750548857161636807104342760885069864211144176,12001,34,yes,yes,ValidatorSamplingOperation,100,0,88236|,0,199,0,1
312,81369626915381206686123294800870750548857161636807104342760885069864211144176,12001,,yes,yes,RandomSamplingOperation,72,0,88237|88238|88239|88240|88241|88242|88243|88244|88245|189309|189310|189311|189312|189313|,0,200,,14
386,53361331161743896077078469861579638670051149682413463443234311020456303226868,12001,,no,yes,RandomSamplingOperation,74,0,88246|88247|88248|88249|88250|88251|88252|88253|88254|88255|189398|189399|189400|189401|189402|,0,201,,15
198,86943771941966688752667475392185371836174192579274714875607531191477248999971,12001,0,yes,yes,ValidatorSamplingOperation,100,0,88256|189093|189094|,0,202,13,3
136,86943771941966688752667475392185371836174192579274714875607531191477248999971,12001,82,yes,no,ValidatorSamplingOperation,0,0,88257|,0,203,0,1
70,86943771941966688752667475392185371836174192579274714875607531191477248999971,12001,0,yes,no,ValidatorSamplingOperation,0,0,88258|,0,204,43,1
236,86943771941966688752667475392185371836174192579274714875607531191477248999971,12001,30,yes,no,ValidatorSamplingOperation,22,0,88259|184181|,0,205,0,2
236,86943771941966688752667475392185371836174192579274714875607531191477248999971,12001,,yes,no,RandomSamplingOperation,25,0,88260|88261|88262|88263|88264|189132|,0,206,,6
290,50257864748696071111545604552366529653683846146637534008155069048676665739852,12001,,no,yes,RandomSamplingOperation,71,0,88265|88266|88267|88268|88269|88270|88271|88272|88273|88274|189279|189280|189281|189282|189283|189284|189285|189286|,0,207,,18
310,112865437415906332786328398388168845416308980718933860169122309032360379224223,12001,,no,yes,RandomSamplingOperation,72,0,88275|88276|88277|88278|88279|189299|189300|189301|189302|189303|189304|189305|189306|189307|189308|,0,208,,15
,113971621484583213149305319679067523870715092451021047447352655827264442281807,12000,,,,FindOperation,,,189634|189635|189636|189643|189643|189652|189652|189653|189653|189690|189690|189691|189691|189699|189699|189707|189707|189698|189698|189718|189718|189716|189716|189729|189729|189732|189732|189728|189728|189746|189749|189756|,16,209,,
,15816423376537687498175658716381325840356423323453352469729329490184209416980,12000,,,,FindOperation,,,189671|189672|189673|189688|189688|189689|189689|189694|189694|189706|189706|189709|189709|189714|189714|189727|189727|189735|189735|189738|189738|189747|189747|189754|189754|189759|189759|189763|189763|189766|189765|189786|,16,210,,
,20834994022199432358117239076087879786734224697014068324550418630164266292172,12000,,,,FindOperation,,,189701|189702|189703|189704|189704|189712|189712|189724|189724|189717|189717|189730|189730|189734|189734|189720|189720|189741|189741|189743|189743|189753|189753|189751|189751|189758|189758|189767|189767|189772|189773|189787|,16,211,,
,53361331161743896077078469861579638670051149682413463443234311020456303226868,12000,,,,FindOperation,,,189769|189770|189771|189774|189774|189780|189780|189781|189781|189792|189792|189796|189796|189797|189797|189808|189808|189812|189812|189810|189810|189819|189819|189821|189821|189823|189823|189827|189827|189831|189835|189837|,16,212,,
,107758395224189915966009929936085500083576551061330295183245479691742702859344,12000,,,,FindOperation,,,189776|189777|189778|189779|189779|189782|189782|189788|189788|189790|189790|189798|189798|189794|189794|189800|189800|189806|189806|189809|189809|189803|189803|189815|189815|189824|189824|189822|189822|189826|189834|189836|,16,213,,
,16646573879907590399509196024616451507181138714942166530960518507274707557048,12000,,,,FindOperation,,,189838|189839|189840|189841|189841|189842|189842|189845|189845|189846|189846|189849|189849|189852|189852|189847|189847|189855|189855|189856|189856|189859|189859|189860|189860|189862|189862|189867|189867|189866|189863|189869|,16,214,,
,86943771941966688752667475392185371836174192579274714875607531191477248999971,12000,,,,FindOperation,,,189870|189871|189872|189873|189873|189875|189875|189879|189879|189877|189877|189876|189876|189883|189883|189884|189884|189887|189887|189886|189886|189891|189891|189894|189894|189892|189892|189897|189897|189896|189901|189900|,16,215,,
,107226767459581317767844583912817849269583998434099643520621297707898981728768,12000,,,,FindOperation,,,189902|189903|189904|189905|189905|189907|189907|189908|189908|189909|189909|189911|189911|189915|189915|189917|189917|189921|189921|189920|189920|189919|189919|189925|189925|189928|189928|189926|189926|189930|189936|189935|,16,216,,
,89333137326635079115430978578397364590151192892532202457099489458922729533182,12000,,,,FindOperation,,,189931|189932|189933|189940|189940|189942|189942|189943|189943|189948|189948|189964|189964|189967|189967|189983|189983|189970|189970|189990|189990|189997|189997|189996|189996|189992|189992|190006|190006|190011|190008|190026|,16,217,,
,58264319852933632286469580619958992168067118685244184571393188136088086908036,12000,,,,FindOperation,,,189937|189938|189939|189941|189941|189945|189945|189946|189946|189949|189949|189960|189960|189963|189963|189969|189969|189971|189971|189984|189984|189985|189985|189982|189982|190000|190000|190003|190003|190004|190021|190025|,16,218,,
,109013771847957065744947126485427112651375275941206822465313116917139066007929,12000,,,,FindOperation,,,189952|189953|189954|189957|189957|189965|189965|189966|189966|189976|189976|189972|189972|189987|189987|189995|189995|190012|190012|189998|189998|190009|190009|190020|190020|190027|190027|190031|190031|190040|190039|190049|,16,219,,
,21444763903864228777611728735683311458635985122844023709586719375032296896384,12000,,,,FindOperation,,,190014|190015|190016|190023|190023|190028|190028|190029|190029|190033|190033|190041|190041|190045|190045|190046|190046|190052|190052|190050|190050|190057|190057|190073|190073|190071|190071|190086|190086|190108|190113|190124|,16,220,,
,43568084745305296127223125163439810702938064612217787378858319248651442968139,12000,,,,FindOperation,,,190036|190037|190038|190048|190048|190053|190053|190054|190054|190079|190079|190088|190088|190075|190075|190106|190106|190112|190112|190135|190135|190121|190121|190138|190138|190148|190148|190152|190152|190172|190165|190169|,16,221,,
,71896941978754809488137974348151998693205792533709324513258578369466739949960,12000,,,,FindOperation,,,190058|190059|190060|190070|190070|190069|190069|190089|190089|190076|190076|190099|190099|190101|190101|190104|190104|190130|190130|190132|190132|190136|190136|190161|190161|190174|190174|190182|190182|190181|190198|190201|,16,222,,
,80078577880492190055291958835687491351447235353520825150881534967336775717810,12000,,,,FindOperation,,,190063|190064|190065|190074|190074|190094|190094|190095|190095|190103|190103|190122|190122|190131|190131|190137|190137|190142|190142|190160|190160|190175|190175|190178|190178|190196|190196|190199|190199|190195|190207|190208|,16,223,,
,90511429851826879211065261274096806209361290076668493692964796275875003980641,12000,,,,FindOperation,,,190066|190067|190068|190072|190072|190082|190082|190098|190098|190097|190097|190100|190100|190128|190128|190126|190126|190147|190147|190143|190143|190167|190167|190164|190164|190180|190180|190188|190188|190190|190194|190203|,16,224,,
,19191192076126320640924247483532137198489043609278031166569798519948120420409,12000,,,,FindOperation,,,190115|190116|190117|190133|190133|190139|190139|190162|190162|190146|190146|190177|190177|190185|190185|190183|190183|190202|190202|190209|190209|190210|190210|190214|190214|190211|190211|190218|190218|190217|190220|190221|,16,225,,
,6139734692434225139696315491748680034056660966745086280273468544856540785789,12000,,,,FindOperation,,,190222|190223|190224|190225|190225|190229|190229|190227|190227|190228|190228|190233|190233|190234|190234|190235|190235|190239|190239|190244|190244|190243|190243|190257|190257|190258|190258|190260|190260|190270|190278|190282|,16,226,,
,110830005025784807707885435240401099235828375068450137393853593228726798821950,12000,,,,FindOperation,,,190240|190241|190242|190245|190245|190249|190249|190256|190256|190253|190253|190274|190274|190276|190276|190277|190277|190289|190289|190287|190287|190293|190293|190297|190297|190301|190301|190304|190304|190303|190310|190315|,16,227,,
,112865437415906332786328398388168845416308980718933860169122309032360379224223,12000,,,,FindOperation,,,190250|190251|190252|190255|190255|190261|190261|190262|190262|190269|190269|190273|190273|190281|190281|190284|190284|190288|190288|190292|190292|190296|190296|190307|190307|190299|190299|190313|190313|190312|190317|190316|,16,228,,
,21083679024840227917741926176471142862932536578380136110289082334138381274505,12000,,,,FindOperation,,,190318|190319|190320|190321|190321|190324|190324|190323|190323|190325|190325|190329|190329|190330|190330|190333|190333|190331|190331|190337|190337|190338|190338|190341|190341|190343|190343|190340|190340|190346|190349|190348|,16,229,,
,62101433460086714777742258717986077936219151512656858979668212515437770683208,12000,,,,FindOperation,,,190350|190351|190352|190353|190353|190355|190355|190356|190356|190357|190357|190365|190365|190366|190366|190371|190371|190367|190367|190376|190376|190380|190380|190383|190383|190384|190384|190395|190395|190392|190392|190400|190403|190407|,17,230,,
,107442146857094918533505676591216762960158330958637723605132424179098757693914,12000,,,,FindOperation,,,190358|190359|190360|190364|190364|190368|190368|190369|190369|190378|190378|190385|190385|190387|190387|190393|190393|190388|190388|190398|190398|190401|190401|190404|190404|190409|190409|190410|190410|190412|190414|190415|,16,231,,
,78506933086795364704086891885315902559701516460652039157379722272371046958496,12000,,,,FindOperation,,,190416|190417|190418|190419|190419|190421|190421|190422|190422|190423|190423|190425|190425|190429|190429|190430|190430|190432|190432|190434|190434|190438|190438|190439|190439|190435|190435|190443|190443|190444|190445|190447|,16,232,,
,8494962651170941019486294942303452865045959709160683987927972345505688610755,12000,,,,FindOperation,,,190448|190449|190450|190451|190451|190453|190453|190454|190454|190458|190458|190455|190455|190463|190463|190462|190462|190461|190461|190475|190475|190477|190477|190481|190481|190494|190494|190497|190497|190502|190489|190508|,16,233,,
,81369626915381206686123294800870750548857161636807104342760885069864211144176,12000,,,,FindOperation,,,190464|190465|190466|190468|190468|190469|190469|190470|190470|190479|190479|190480|190480|190488|190488|190505|190505|190506|190506|190519|190519|190531|190531|190529|190529|190551|190551|190547|190547|190553|190564|190566|,16,234,,
,83814183170291850251680823880522715558189094423550585243365458794131648333116,12000,,,,FindOperation,,,190482|190483|190484|190485|190485|190490|190490|190492|190492|190501|190501|190498|190498|190511|190511|190510|190510|190512|190512|190522|190522|190526|190526|190534|190534|190533|190533|190549|190549|190542|190556|190567|,16,235,,
,8523364268682509341164509062146178716950902529288496594674276389115196640448,12000,,,,FindOperation,,,190515|190516|190517|190521|190521|190524|190524|190530|190530|190536|190536|190546|190546|190539|190539|190543|190543|190554|190554|190558|190558|190559|190559|190568|190568|190563|190563|190569|190569|190578|190579|190582|,16,236,,
,50257864748696071111545604552366529653683846146637534008155069048676665739852,12000,,,,FindOperation,,,190572|190573|190574|190576|190576|190580|190580|190581|190581|190583|190583|190586|190586|190588|190588|190592|190592|190591|190591|190601|190601|190596|190596|190607|190607|190612|190612|190614|190614|190615|326885|332190|,16,237,,
,36093602753225695073056342998991212823352056071849651795082108548812171441038,12000,,,,FindOperation,,,190593|190594|190595|190598|190598|190599|190599|190606|190606|190603|190603|190611|190611|190618|190618|190617|190617|190621|190621|333249|333249|373385|373385|364091|364091|376453|376453|376568|376568|376902|376958|376952|,16,238,,
330,21083679024840227917741926176471142862932536578380136110289082334138381274505,24001,0,yes,yes,ValidatorSamplingOperation,100,1,190684|376585|376586|,0,239,10,3
200,21083679024840227917741926176471142862932536578380136110289082334138381274505,24001,84,yes,yes,ValidatorSamplingOperation,100,1,190685|,0,240,0,1
226,21083679024840227917741926176471142862932536578380136110289082334138381274505,24001,0,yes,yes,ValidatorSamplingOperation,100,1,190686|376618|376619|,0,241,26,3
356,21083679024840227917741926176471142862932536578380136110289082334138381274505,24001,18,yes,yes,ValidatorSamplingOperation,100,1,190687|190688|376569|376570|,0,242,0,4
288,21083679024840227917741926176471142862932536578380136110289082334138381274505,24001,,yes,yes,RandomSamplingOperation,74,1,190689|190690|190691|190692|190693|190694|190695|190696|190697|190698|190699|190700|376821|376822|376823|376824|376825|376826|376827|376828|376829|376830|,0,243,,22
308,107226767459581317767844583912817849269583998434099643520621297707898981728768,24001,,no,yes,RandomSamplingOperation,72,1,190701|190702|190703|190704|190705|190706|190707|190708|376790|376791|376792|376793|376794|376795|376796|376797|376798|376799|,0,244,,18
378,89333137326635079115430978578397364590151192892532202457099489458922729533182,24001,0,yes,yes,ValidatorSamplingOperation,100,1,190709|190710|356891|356892|376750|376751|,0,245,44,6
188,89333137326635079115430978578397364590151192892532202457099489458922729533182,24001,16,yes,yes,ValidatorSamplingOperation,100,1,190711|376463|376464|,0,246,0,3
190,89333137326635079115430978578397364590151192892532202457099489458922729533182,24001,0,yes,yes,ValidatorSamplingOperation,100,1,190712|373443|373444|,0,247,80,3
190,89333137326635079115430978578397364590151192892532202457099489458922729533182,24001,80,yes,yes,ValidatorSamplingOperation,100,1,190713|373538|373539|,0,248,0,3
326,89333137326635079115430978578397364590151192892532202457099489458922729533182,24001,,yes,yes,RandomSamplingOperation,74,1,190714|190715|190716|190717|190718|190719|190720|190721|190722|190723|376806|376807|376808|376809|376810|,0,249,,15
206,36093602753225695073056342998991212823352056071849651795082108548812171441038,24001,0,yes,yes,ValidatorSamplingOperation,100,1,190724|328393|328394|376651|376652|376653|,0,250,8,6
168,36093602753225695073056342998991212823352056071849651795082108548812171441038,24001,68,yes,yes,ValidatorSamplingOperation,100,1,190725|,0,251,0,1
262,36093602753225695073056342998991212823352056071849651795082108548812171441038,24001,0,yes,yes,ValidatorSamplingOperation,100,1,190726|376587|376588|,0,252,97,3
206,36093602753225695073056342998991212823352056071849651795082108548812171441038,24001,12,yes,yes,ValidatorSamplingOperation,100,1,190727|328232|328233|376644|376645|376646|,0,253,0,6
